Disease Name,Bad Ingredients,Safe Nutrients,Bad Nutrients,Bad Nutrients Safe Limits (mg/g)
Irritable Bowel Syndrome,"red meat, fried food, sugar",Potassium,"Sodium, Cholesterol","Sodium: 2300 mg, Cholesterol: 300 mg"
Migraine,"red meat, fried food, sugar","Fiber, Vitamin C, Omega-3","Alcohol, Caffeine","Alcohol: 100 g, Caffeine: 100 mg"
Celiac Disease - Stage 2,"wheat, barley, rye","Potassium, Antioxidants, Omega-3",Fat,Fat: 100 g
Type 2 Diabetes - Stage 2,"sugar, white rice, soda, sweets","Magnesium, Omega-3","Calories, Carbohydrates, Fat","Calories: 800 kcal, Carbohydrates: 100 g, Fat: 100 g"
Prediabetes,"sugar, white rice, soda, sweets","Fiber, Omega-3","Fat, Sodium, Carbohydrates, Caffeine","Fat: 100 g, Sodium: 2300 mg, Carbohydrates: 100 g, Caffeine: 100 mg"
Obesity,"junk food, soda, sweets, fried items",Vitamin C,"Carbohydrates, Caffeine, Sodium, Alcohol","Carbohydrates: 100 g, Caffeine: 100 mg, Sodium: 2300 mg, Alcohol: 100 g"
Coronary Artery Disease,"trans fats, red meat, sugary foods","Omega-3, Fiber, Vitamin C","Caffeine, Cholesterol","Caffeine: 100 mg, Cholesterol: 300 mg"
Irritable Bowel Syndrome,"red meat, fried food, sugar","Magnesium, Omega-3","Cholesterol, Calories, Sodium","Cholesterol: 300 mg, Calories: 800 kcal, Sodium: 2300 mg"
Migraine,"red meat, fried food, sugar",Vitamin C,Carbohydrates,Carbohydrates: 100 g
Metabolic Syndrome,"red meat, fried food, sugar","Fiber, Magnesium, Vitamin C","Cholesterol, Saturated Fat, Sugar, Caffeine","Cholesterol: 300 mg, Saturated Fat: 20 g, Sugar: 36 g, Caffeine: 100 mg"
Irritable Bowel Syndrome,"red meat, fried food, sugar",Potassium,"Sodium, Saturated Fat, Alcohol","Sodium: 2300 mg, Saturated Fat: 20 g, Alcohol: 100 g"
Gout,"mutton, chicken, alcohol, organ meats","Magnesium, Vitamin C",Sodium,Sodium: 2300 mg
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods","Fiber, Omega-3, Potassium","Fat, Saturated Fat","Fat: 100 g, Saturated Fat: 20 g"
Coronary Artery Disease,"trans fats, red meat, sugary foods","Vitamin C, Omega-3","Cholesterol, Saturated Fat, Carbohydrates, Fat","Cholesterol: 300 mg, Saturated Fat: 20 g, Carbohydrates: 100 g, Fat: 100 g"
Hypothyroidism,"red meat, fried food, sugar",Potassium,"Fat, Cholesterol","Fat: 100 g, Cholesterol: 300 mg"
Celiac Disease,"wheat, barley, rye",Potassium,"Cholesterol, Alcohol, Sugar","Cholesterol: 300 mg, Alcohol: 100 g, Sugar: 36 g"
Fatty Liver Disease - Stage 1,"alcohol, fried foods, red meat","Fiber, Potassium",Saturated Fat,Saturated Fat: 20 g
Heart Failure - Stage 3,"trans fats, red meat, sugary foods",Vitamin C,"Caffeine, Carbohydrates, Calories, Sodium","Caffeine: 100 mg, Carbohydrates: 100 g, Calories: 800 kcal, Sodium: 2300 mg"
Coronary Artery Disease,"trans fats, red meat, sugary foods","Fiber, Vitamin C, Magnesium",Sugar,Sugar: 36 g
Polycystic Ovary Syndrome - Stage 3,"red meat, fried food, sugar","Vitamin C, Antioxidants","Sodium, Cholesterol","Sodium: 2300 mg, Cholesterol: 300 mg"
Irritable Bowel Syndrome,"red meat, fried food, sugar","Potassium, Fiber","Carbohydrates, Calories","Carbohydrates: 100 g, Calories: 800 kcal"
GERD - Stage 3,"red meat, fried food, sugar","Fiber, Vitamin C","Caffeine, Carbohydrates, Sugar","Caffeine: 100 mg, Carbohydrates: 100 g, Sugar: 36 g"
Type 2 Diabetes,"sugar, white rice, soda, sweets","Potassium, Antioxidants",Saturated Fat,Saturated Fat: 20 g
Gout,"mutton, chicken, alcohol, organ meats","Fiber, Vitamin C","Calories, Alcohol, Cholesterol","Calories: 800 kcal, Alcohol: 100 g, Cholesterol: 300 mg"
GERD,"red meat, fried food, sugar",Potassium,"Sodium, Calories, Saturated Fat","Sodium: 2300 mg, Calories: 800 kcal, Saturated Fat: 20 g"
Hypothyroidism,"red meat, fried food, sugar","Vitamin C, Omega-3","Cholesterol, Fat","Cholesterol: 300 mg, Fat: 100 g"
Atherosclerosis,"red meat, fried food, sugar","Magnesium, Fiber","Saturated Fat, Caffeine","Saturated Fat: 20 g, Caffeine: 100 mg"
Heart Failure,"trans fats, red meat, sugary foods","Fiber, Magnesium","Sodium, Carbohydrates","Sodium: 2300 mg, Carbohydrates: 100 g"
Migraine - Stage 3,"red meat, fried food, sugar",Antioxidants,"Fat, Caffeine, Alcohol, Sodium","Fat: 100 g, Caffeine: 100 mg, Alcohol: 100 g, Sodium: 2300 mg"
Celiac Disease,"wheat, barley, rye","Magnesium, Vitamin C","Saturated Fat, Alcohol, Sodium","Saturated Fat: 20 g, Alcohol: 100 g, Sodium: 2300 mg"
Polycystic Ovary Syndrome - Stage 3,"red meat, fried food, sugar","Antioxidants, Potassium","Sugar, Fat, Carbohydrates","Sugar: 36 g, Fat: 100 g, Carbohydrates: 100 g"
Sleep Apnea - Stage 2,"red meat, fried food, sugar",Vitamin C,"Alcohol, Calories, Sodium","Alcohol: 100 g, Calories: 800 kcal, Sodium: 2300 mg"
Heart Failure - Stage 2,"trans fats, red meat, sugary foods",Vitamin C,"Saturated Fat, Sodium, Alcohol, Caffeine","Saturated Fat: 20 g, Sodium: 2300 mg, Alcohol: 100 g, Caffeine: 100 mg"
Hypertension - Stage 3,"salt, pickles, canned soup, bacon","Fiber, Vitamin C",Saturated Fat,Saturated Fat: 20 g
GERD,"red meat, fried food, sugar","Fiber, Vitamin C, Magnesium","Cholesterol, Carbohydrates","Cholesterol: 300 mg, Carbohydrates: 100 g"
Polycystic Ovary Syndrome - Stage 2,"red meat, fried food, sugar","Potassium, Fiber","Calories, Alcohol, Sodium, Carbohydrates","Calories: 800 kcal, Alcohol: 100 g, Sodium: 2300 mg, Carbohydrates: 100 g"
Migraine,"red meat, fried food, sugar","Fiber, Magnesium","Fat, Carbohydrates, Calories","Fat: 100 g, Carbohydrates: 100 g, Calories: 800 kcal"
Hypothyroidism - Stage 2,"red meat, fried food, sugar",Potassium,"Alcohol, Caffeine","Alcohol: 100 g, Caffeine: 100 mg"
Metabolic Syndrome - Stage 3,"red meat, fried food, sugar","Potassium, Antioxidants, Omega-3","Cholesterol, Carbohydrates, Saturated Fat, Sugar","Cholesterol: 300 mg, Carbohydrates: 100 g, Saturated Fat: 20 g, Sugar: 36 g"
Coronary Artery Disease,"trans fats, red meat, sugary foods","Omega-3, Vitamin C",Caffeine,Caffeine: 100 mg
Atherosclerosis - Stage 2,"red meat, fried food, sugar","Antioxidants, Magnesium",Fat,Fat: 100 g
Obesity,"junk food, soda, sweets, fried items",Magnesium,"Calories, Cholesterol, Fat, Carbohydrates","Calories: 800 kcal, Cholesterol: 300 mg, Fat: 100 g, Carbohydrates: 100 g"
Sleep Apnea - Stage 1,"red meat, fried food, sugar","Omega-3, Fiber, Antioxidants","Alcohol, Caffeine, Cholesterol","Alcohol: 100 g, Caffeine: 100 mg, Cholesterol: 300 mg"
Metabolic Syndrome - Stage 3,"red meat, fried food, sugar",Omega-3,"Alcohol, Sugar, Cholesterol, Calories","Alcohol: 100 g, Sugar: 36 g, Cholesterol: 300 mg, Calories: 800 kcal"
Chronic Kidney Disease - Stage 2,"red meat, sodium, potassium-rich foods",Omega-3,Caffeine,Caffeine: 100 mg
Liver Cirrhosis - Stage 1,"alcohol, fried foods, red meat","Vitamin C, Fiber","Sodium, Alcohol, Saturated Fat","Sodium: 2300 mg, Alcohol: 100 g, Saturated Fat: 20 g"
GERD - Stage 1,"red meat, fried food, sugar","Vitamin C, Fiber","Sodium, Fat","Sodium: 2300 mg, Fat: 100 g"
Polycystic Ovary Syndrome,"red meat, fried food, sugar","Potassium, Fiber, Antioxidants",Cholesterol,Cholesterol: 300 mg
Chronic Kidney Disease - Stage 1,"red meat, sodium, potassium-rich foods","Omega-3, Antioxidants, Magnesium","Alcohol, Carbohydrates, Cholesterol","Alcohol: 100 g, Carbohydrates: 100 g, Cholesterol: 300 mg"
Atherosclerosis,"red meat, fried food, sugar","Antioxidants, Fiber","Carbohydrates, Sodium, Fat","Carbohydrates: 100 g, Sodium: 2300 mg, Fat: 100 g"
Coronary Artery Disease,"trans fats, red meat, sugary foods","Antioxidants, Potassium, Omega-3","Saturated Fat, Cholesterol, Calories","Saturated Fat: 20 g, Cholesterol: 300 mg, Calories: 800 kcal"
Metabolic Syndrome - Stage 1,"red meat, fried food, sugar","Vitamin C, Omega-3, Potassium",Sodium,Sodium: 2300 mg
Atherosclerosis - Stage 2,"red meat, fried food, sugar","Magnesium, Vitamin C, Potassium","Alcohol, Cholesterol, Sugar","Alcohol: 100 g, Cholesterol: 300 mg, Sugar: 36 g"
Celiac Disease - Stage 3,"wheat, barley, rye","Potassium, Vitamin C, Magnesium","Sodium, Saturated Fat, Fat, Sugar","Sodium: 2300 mg, Saturated Fat: 20 g, Fat: 100 g, Sugar: 36 g"
Chronic Kidney Disease - Stage 2,"red meat, sodium, potassium-rich foods",Omega-3,"Caffeine, Calories","Caffeine: 100 mg, Calories: 800 kcal"
Hypothyroidism - Stage 1,"red meat, fried food, sugar",Omega-3,"Sugar, Fat, Cholesterol, Sodium","Sugar: 36 g, Fat: 100 g, Cholesterol: 300 mg, Sodium: 2300 mg"
Obesity,"junk food, soda, sweets, fried items","Omega-3, Potassium, Fiber","Saturated Fat, Carbohydrates, Calories, Sugar","Saturated Fat: 20 g, Carbohydrates: 100 g, Calories: 800 kcal, Sugar: 36 g"
Atherosclerosis,"red meat, fried food, sugar",Vitamin C,"Cholesterol, Fat","Cholesterol: 300 mg, Fat: 100 g"
Sleep Apnea,"red meat, fried food, sugar",Omega-3,Carbohydrates,Carbohydrates: 100 g
Gout,"mutton, chicken, alcohol, organ meats","Fiber, Magnesium",Alcohol,Alcohol: 100 g
Type 2 Diabetes - Stage 1,"sugar, white rice, soda, sweets","Potassium, Omega-3",Calories,Calories: 800 kcal
Celiac Disease - Stage 1,"wheat, barley, rye",Fiber,Fat,Fat: 100 g
Hypertension - Stage 3,"salt, pickles, canned soup, bacon","Vitamin C, Magnesium, Fiber",Sodium,Sodium: 2300 mg
Hypertension,"salt, pickles, canned soup, bacon","Potassium, Vitamin C",Calories,Calories: 800 kcal
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods","Vitamin C, Potassium, Omega-3","Cholesterol, Sugar","Cholesterol: 300 mg, Sugar: 36 g"
Heart Failure - Stage 2,"trans fats, red meat, sugary foods","Antioxidants, Omega-3, Vitamin C","Saturated Fat, Alcohol","Saturated Fat: 20 g, Alcohol: 100 g"
Celiac Disease - Stage 2,"wheat, barley, rye","Magnesium, Potassium","Carbohydrates, Cholesterol","Carbohydrates: 100 g, Cholesterol: 300 mg"
Heart Failure,"trans fats, red meat, sugary foods","Potassium, Fiber","Cholesterol, Sugar","Cholesterol: 300 mg, Sugar: 36 g"
Celiac Disease - Stage 1,"wheat, barley, rye","Omega-3, Magnesium","Caffeine, Cholesterol, Saturated Fat","Caffeine: 100 mg, Cholesterol: 300 mg, Saturated Fat: 20 g"
Metabolic Syndrome,"red meat, fried food, sugar","Magnesium, Vitamin C, Potassium",Carbohydrates,Carbohydrates: 100 g
Polycystic Ovary Syndrome,"red meat, fried food, sugar",Potassium,"Sugar, Fat, Alcohol, Caffeine","Sugar: 36 g, Fat: 100 g, Alcohol: 100 g, Caffeine: 100 mg"
Gout,"mutton, chicken, alcohol, organ meats",Antioxidants,"Cholesterol, Alcohol, Saturated Fat","Cholesterol: 300 mg, Alcohol: 100 g, Saturated Fat: 20 g"
Hyperlipidemia,"red meat, fried food, sugar",Vitamin C,"Calories, Saturated Fat, Carbohydrates, Caffeine","Calories: 800 kcal, Saturated Fat: 20 g, Carbohydrates: 100 g, Caffeine: 100 mg"
Hyperlipidemia - Stage 1,"red meat, fried food, sugar",Omega-3,Fat,Fat: 100 g
Coronary Artery Disease - Stage 3,"trans fats, red meat, sugary foods","Omega-3, Potassium, Magnesium","Sodium, Alcohol","Sodium: 2300 mg, Alcohol: 100 g"
Coronary Artery Disease,"trans fats, red meat, sugary foods",Potassium,"Cholesterol, Caffeine","Cholesterol: 300 mg, Caffeine: 100 mg"
Liver Cirrhosis - Stage 1,"alcohol, fried foods, red meat",Fiber,Carbohydrates,Carbohydrates: 100 g
GERD - Stage 2,"red meat, fried food, sugar","Antioxidants, Vitamin C","Sodium, Cholesterol, Calories, Fat","Sodium: 2300 mg, Cholesterol: 300 mg, Calories: 800 kcal, Fat: 100 g"
Hyperlipidemia - Stage 2,"red meat, fried food, sugar","Antioxidants, Magnesium","Calories, Saturated Fat","Calories: 800 kcal, Saturated Fat: 20 g"
Prediabetes - Stage 1,"sugar, white rice, soda, sweets",Vitamin C,"Saturated Fat, Alcohol, Sodium","Saturated Fat: 20 g, Alcohol: 100 g, Sodium: 2300 mg"
Celiac Disease,"wheat, barley, rye","Antioxidants, Magnesium",Fat,Fat: 100 g
Atherosclerosis,"red meat, fried food, sugar","Vitamin C, Magnesium","Carbohydrates, Fat","Carbohydrates: 100 g, Fat: 100 g"
Sleep Apnea - Stage 3,"red meat, fried food, sugar",Magnesium,"Alcohol, Caffeine, Sodium, Cholesterol","Alcohol: 100 g, Caffeine: 100 mg, Sodium: 2300 mg, Cholesterol: 300 mg"
Fatty Liver Disease,"alcohol, fried foods, red meat","Antioxidants, Omega-3, Vitamin C","Alcohol, Sugar","Alcohol: 100 g, Sugar: 36 g"
Obesity,"junk food, soda, sweets, fried items","Vitamin C, Antioxidants",Carbohydrates,Carbohydrates: 100 g
Hypertension - Stage 3,"salt, pickles, canned soup, bacon","Fiber, Potassium, Magnesium","Carbohydrates, Sugar, Alcohol, Calories","Carbohydrates: 100 g, Sugar: 36 g, Alcohol: 100 g, Calories: 800 kcal"
Heart Failure,"trans fats, red meat, sugary foods",Antioxidants,"Sodium, Carbohydrates, Fat","Sodium: 2300 mg, Carbohydrates: 100 g, Fat: 100 g"
Prediabetes,"sugar, white rice, soda, sweets",Fiber,"Sugar, Cholesterol, Caffeine, Fat","Sugar: 36 g, Cholesterol: 300 mg, Caffeine: 100 mg, Fat: 100 g"
Heart Failure - Stage 2,"trans fats, red meat, sugary foods","Vitamin C, Magnesium, Omega-3","Calories, Carbohydrates, Saturated Fat, Cholesterol","Calories: 800 kcal, Carbohydrates: 100 g, Saturated Fat: 20 g, Cholesterol: 300 mg"
Celiac Disease,"wheat, barley, rye",Antioxidants,Saturated Fat,Saturated Fat: 20 g
Migraine - Stage 1,"red meat, fried food, sugar","Potassium, Fiber","Sugar, Caffeine, Carbohydrates","Sugar: 36 g, Caffeine: 100 mg, Carbohydrates: 100 g"
Celiac Disease,"wheat, barley, rye",Omega-3,"Carbohydrates, Calories, Sodium","Carbohydrates: 100 g, Calories: 800 kcal, Sodium: 2300 mg"
Coronary Artery Disease,"trans fats, red meat, sugary foods",Vitamin C,"Sodium, Alcohol, Calories","Sodium: 2300 mg, Alcohol: 100 g, Calories: 800 kcal"
Sleep Apnea - Stage 2,"red meat, fried food, sugar","Antioxidants, Potassium","Caffeine, Sugar, Fat","Caffeine: 100 mg, Sugar: 36 g, Fat: 100 g"
GERD,"red meat, fried food, sugar",Omega-3,"Saturated Fat, Calories, Fat, Carbohydrates","Saturated Fat: 20 g, Calories: 800 kcal, Fat: 100 g, Carbohydrates: 100 g"
Gout,"mutton, chicken, alcohol, organ meats","Omega-3, Vitamin C, Fiber","Sugar, Carbohydrates, Caffeine","Sugar: 36 g, Carbohydrates: 100 g, Caffeine: 100 mg"
Liver Cirrhosis,"alcohol, fried foods, red meat",Antioxidants,Saturated Fat,Saturated Fat: 20 g
Hypothyroidism,"red meat, fried food, sugar",Fiber,"Saturated Fat, Alcohol, Sodium, Fat","Saturated Fat: 20 g, Alcohol: 100 g, Sodium: 2300 mg, Fat: 100 g"
Obesity,"junk food, soda, sweets, fried items","Omega-3, Antioxidants, Vitamin C","Carbohydrates, Sugar, Alcohol, Calories","Carbohydrates: 100 g, Sugar: 36 g, Alcohol: 100 g, Calories: 800 kcal"
Hyperlipidemia,"red meat, fried food, sugar","Fiber, Vitamin C","Calories, Sodium","Calories: 800 kcal, Sodium: 2300 mg"
Prediabetes,"sugar, white rice, soda, sweets","Potassium, Fiber",Sodium,Sodium: 2300 mg
Irritable Bowel Syndrome - Stage 2,"red meat, fried food, sugar",Vitamin C,"Sodium, Sugar, Saturated Fat, Caffeine","Sodium: 2300 mg, Sugar: 36 g, Saturated Fat: 20 g, Caffeine: 100 mg"
Celiac Disease,"wheat, barley, rye",Potassium,"Sodium, Carbohydrates, Caffeine","Sodium: 2300 mg, Carbohydrates: 100 g, Caffeine: 100 mg"
Irritable Bowel Syndrome - Stage 2,"red meat, fried food, sugar",Vitamin C,"Sodium, Sugar","Sodium: 2300 mg, Sugar: 36 g"
Hyperlipidemia - Stage 1,"red meat, fried food, sugar","Omega-3, Potassium, Antioxidants","Sugar, Fat","Sugar: 36 g, Fat: 100 g"
GERD - Stage 1,"red meat, fried food, sugar",Potassium,"Sugar, Caffeine","Sugar: 36 g, Caffeine: 100 mg"
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods","Vitamin C, Antioxidants","Saturated Fat, Sugar, Alcohol, Calories","Saturated Fat: 20 g, Sugar: 36 g, Alcohol: 100 g, Calories: 800 kcal"
Hypothyroidism - Stage 1,"red meat, fried food, sugar",Potassium,"Saturated Fat, Calories, Alcohol","Saturated Fat: 20 g, Calories: 800 kcal, Alcohol: 100 g"
Hypertension,"salt, pickles, canned soup, bacon",Antioxidants,"Calories, Sodium, Cholesterol, Alcohol","Calories: 800 kcal, Sodium: 2300 mg, Cholesterol: 300 mg, Alcohol: 100 g"
Hypertension,"salt, pickles, canned soup, bacon","Vitamin C, Potassium",Sugar,Sugar: 36 g
Gout,"mutton, chicken, alcohol, organ meats",Fiber,"Saturated Fat, Carbohydrates, Fat","Saturated Fat: 20 g, Carbohydrates: 100 g, Fat: 100 g"
Celiac Disease - Stage 3,"wheat, barley, rye","Vitamin C, Fiber, Magnesium",Carbohydrates,Carbohydrates: 100 g
Celiac Disease,"wheat, barley, rye","Vitamin C, Omega-3, Potassium","Saturated Fat, Fat, Carbohydrates, Calories","Saturated Fat: 20 g, Fat: 100 g, Carbohydrates: 100 g, Calories: 800 kcal"
Prediabetes,"sugar, white rice, soda, sweets",Fiber,"Carbohydrates, Alcohol, Sugar","Carbohydrates: 100 g, Alcohol: 100 g, Sugar: 36 g"
Sleep Apnea - Stage 2,"red meat, fried food, sugar","Potassium, Fiber","Sodium, Sugar, Saturated Fat, Alcohol","Sodium: 2300 mg, Sugar: 36 g, Saturated Fat: 20 g, Alcohol: 100 g"
Fatty Liver Disease - Stage 2,"alcohol, fried foods, red meat","Fiber, Omega-3",Alcohol,Alcohol: 100 g
Gout,"mutton, chicken, alcohol, organ meats","Magnesium, Fiber, Vitamin C","Saturated Fat, Alcohol, Calories","Saturated Fat: 20 g, Alcohol: 100 g, Calories: 800 kcal"
Liver Cirrhosis,"alcohol, fried foods, red meat",Antioxidants,"Caffeine, Cholesterol","Caffeine: 100 mg, Cholesterol: 300 mg"
Hypothyroidism - Stage 3,"red meat, fried food, sugar","Fiber, Vitamin C, Antioxidants",Cholesterol,Cholesterol: 300 mg
Atherosclerosis - Stage 2,"red meat, fried food, sugar",Fiber,"Carbohydrates, Calories, Cholesterol, Caffeine","Carbohydrates: 100 g, Calories: 800 kcal, Cholesterol: 300 mg, Caffeine: 100 mg"
Metabolic Syndrome - Stage 1,"red meat, fried food, sugar",Omega-3,Sugar,Sugar: 36 g
GERD,"red meat, fried food, sugar","Fiber, Vitamin C",Caffeine,Caffeine: 100 mg
Metabolic Syndrome,"red meat, fried food, sugar",Omega-3,"Alcohol, Sugar","Alcohol: 100 g, Sugar: 36 g"
Chronic Kidney Disease - Stage 3,"red meat, sodium, potassium-rich foods","Fiber, Vitamin C, Magnesium","Caffeine, Saturated Fat, Alcohol, Calories","Caffeine: 100 mg, Saturated Fat: 20 g, Alcohol: 100 g, Calories: 800 kcal"
Hyperlipidemia - Stage 3,"red meat, fried food, sugar","Antioxidants, Vitamin C","Cholesterol, Fat, Calories","Cholesterol: 300 mg, Fat: 100 g, Calories: 800 kcal"
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods","Magnesium, Fiber","Alcohol, Calories","Alcohol: 100 g, Calories: 800 kcal"
Hypothyroidism,"red meat, fried food, sugar",Antioxidants,"Carbohydrates, Cholesterol","Carbohydrates: 100 g, Cholesterol: 300 mg"
Type 2 Diabetes - Stage 1,"sugar, white rice, soda, sweets",Vitamin C,"Fat, Sodium, Calories, Carbohydrates","Fat: 100 g, Sodium: 2300 mg, Calories: 800 kcal, Carbohydrates: 100 g"
Gout - Stage 2,"mutton, chicken, alcohol, organ meats","Vitamin C, Antioxidants","Carbohydrates, Alcohol","Carbohydrates: 100 g, Alcohol: 100 g"
Atherosclerosis,"red meat, fried food, sugar","Fiber, Antioxidants, Magnesium",Sodium,Sodium: 2300 mg
GERD,"red meat, fried food, sugar","Omega-3, Fiber, Vitamin C","Saturated Fat, Caffeine, Calories","Saturated Fat: 20 g, Caffeine: 100 mg, Calories: 800 kcal"
Hyperlipidemia,"red meat, fried food, sugar","Omega-3, Fiber, Potassium","Alcohol, Sugar, Calories","Alcohol: 100 g, Sugar: 36 g, Calories: 800 kcal"
Obesity,"junk food, soda, sweets, fried items","Omega-3, Potassium, Vitamin C",Calories,Calories: 800 kcal
Sleep Apnea,"red meat, fried food, sugar","Vitamin C, Fiber","Carbohydrates, Saturated Fat","Carbohydrates: 100 g, Saturated Fat: 20 g"
Liver Cirrhosis,"alcohol, fried foods, red meat",Omega-3,"Cholesterol, Calories, Carbohydrates","Cholesterol: 300 mg, Calories: 800 kcal, Carbohydrates: 100 g"
Migraine - Stage 3,"red meat, fried food, sugar","Magnesium, Omega-3, Potassium","Calories, Sodium","Calories: 800 kcal, Sodium: 2300 mg"
Coronary Artery Disease,"trans fats, red meat, sugary foods","Magnesium, Vitamin C, Potassium","Sodium, Alcohol, Carbohydrates","Sodium: 2300 mg, Alcohol: 100 g, Carbohydrates: 100 g"
Type 2 Diabetes - Stage 2,"sugar, white rice, soda, sweets",Magnesium,"Caffeine, Saturated Fat, Cholesterol, Sodium","Caffeine: 100 mg, Saturated Fat: 20 g, Cholesterol: 300 mg, Sodium: 2300 mg"
Celiac Disease,"wheat, barley, rye","Fiber, Omega-3",Sodium,Sodium: 2300 mg
Fatty Liver Disease - Stage 2,"alcohol, fried foods, red meat",Vitamin C,"Cholesterol, Carbohydrates","Cholesterol: 300 mg, Carbohydrates: 100 g"
Migraine,"red meat, fried food, sugar","Antioxidants, Fiber","Sugar, Caffeine","Sugar: 36 g, Caffeine: 100 mg"
Hypothyroidism - Stage 1,"red meat, fried food, sugar",Fiber,Caffeine,Caffeine: 100 mg
Sleep Apnea - Stage 2,"red meat, fried food, sugar",Potassium,"Fat, Cholesterol","Fat: 100 g, Cholesterol: 300 mg"
Atherosclerosis,"red meat, fried food, sugar","Fiber, Magnesium, Omega-3","Caffeine, Fat, Sodium","Caffeine: 100 mg, Fat: 100 g, Sodium: 2300 mg"
Metabolic Syndrome,"red meat, fried food, sugar","Vitamin C, Potassium, Omega-3",Caffeine,Caffeine: 100 mg
Irritable Bowel Syndrome - Stage 1,"red meat, fried food, sugar","Antioxidants, Omega-3, Magnesium","Calories, Sugar, Alcohol","Calories: 800 kcal, Sugar: 36 g, Alcohol: 100 g"
Heart Failure - Stage 3,"trans fats, red meat, sugary foods","Potassium, Omega-3, Magnesium","Fat, Caffeine, Cholesterol","Fat: 100 g, Caffeine: 100 mg, Cholesterol: 300 mg"
Sleep Apnea - Stage 1,"red meat, fried food, sugar","Antioxidants, Vitamin C, Potassium","Fat, Sugar","Fat: 100 g, Sugar: 36 g"
GERD,"red meat, fried food, sugar",Potassium,Caffeine,Caffeine: 100 mg
Hypothyroidism,"red meat, fried food, sugar","Vitamin C, Fiber, Potassium",Carbohydrates,Carbohydrates: 100 g
Chronic Kidney Disease,"red meat, sodium, potassium-rich foods",Omega-3,"Alcohol, Sugar","Alcohol: 100 g, Sugar: 36 g"
GERD - Stage 3,"red meat, fried food, sugar","Potassium, Magnesium, Omega-3",Sugar,Sugar: 36 g
Atherosclerosis - Stage 3,"red meat, fried food, sugar",Magnesium,"Calories, Sugar, Cholesterol","Calories: 800 kcal, Sugar: 36 g, Cholesterol: 300 mg"
Prediabetes,"sugar, white rice, soda, sweets",Fiber,"Alcohol, Sugar, Fat, Sodium","Alcohol: 100 g, Sugar: 36 g, Fat: 100 g, Sodium: 2300 mg"
Irritable Bowel Syndrome - Stage 2,"red meat, fried food, sugar","Antioxidants, Fiber","Carbohydrates, Sodium","Carbohydrates: 100 g, Sodium: 2300 mg"
Celiac Disease - Stage 3,"wheat, barley, rye","Fiber, Potassium, Vitamin C","Saturated Fat, Sugar","Saturated Fat: 20 g, Sugar: 36 g"
Celiac Disease - Stage 3,"wheat, barley, rye","Omega-3, Vitamin C, Magnesium",Fat,Fat: 100 g
Obesity - Stage 2,"junk food, soda, sweets, fried items",Antioxidants,"Carbohydrates, Fat, Sodium","Carbohydrates: 100 g, Fat: 100 g, Sodium: 2300 mg"
Gout,"mutton, chicken, alcohol, organ meats","Potassium, Vitamin C",Cholesterol,Cholesterol: 300 mg
Obesity - Stage 1,"junk food, soda, sweets, fried items","Fiber, Potassium",Saturated Fat,Saturated Fat: 20 g
Type 2 Diabetes,"sugar, white rice, soda, sweets","Vitamin C, Omega-3, Antioxidants","Fat, Cholesterol","Fat: 100 g, Cholesterol: 300 mg"
Hyperlipidemia - Stage 3,"red meat, fried food, sugar","Vitamin C, Antioxidants","Caffeine, Sodium, Saturated Fat, Sugar","Caffeine: 100 mg, Sodium: 2300 mg, Saturated Fat: 20 g, Sugar: 36 g"
Hypertension - Stage 1,"salt, pickles, canned soup, bacon","Magnesium, Vitamin C","Cholesterol, Fat, Saturated Fat","Cholesterol: 300 mg, Fat: 100 g, Saturated Fat: 20 g"
Polycystic Ovary Syndrome,"red meat, fried food, sugar","Potassium, Vitamin C","Caffeine, Carbohydrates, Alcohol","Caffeine: 100 mg, Carbohydrates: 100 g, Alcohol: 100 g"
Coronary Artery Disease,"trans fats, red meat, sugary foods",Magnesium,Cholesterol,Cholesterol: 300 mg
Heart Failure,"trans fats, red meat, sugary foods",Fiber,"Calories, Caffeine, Saturated Fat","Calories: 800 kcal, Caffeine: 100 mg, Saturated Fat: 20 g"
Hyperlipidemia - Stage 3,"red meat, fried food, sugar","Potassium, Antioxidants, Vitamin C",Calories,Calories: 800 kcal
Irritable Bowel Syndrome - Stage 2,"red meat, fried food, sugar",Potassium,"Fat, Calories, Sugar","Fat: 100 g, Calories: 800 kcal, Sugar: 36 g"
Irritable Bowel Syndrome,"red meat, fried food, sugar","Omega-3, Vitamin C, Magnesium","Saturated Fat, Calories","Saturated Fat: 20 g, Calories: 800 kcal"
Prediabetes,"sugar, white rice, soda, sweets",Vitamin C,"Carbohydrates, Sugar, Cholesterol","Carbohydrates: 100 g, Sugar: 36 g, Cholesterol: 300 mg"
Irritable Bowel Syndrome,"red meat, fried food, sugar","Omega-3, Potassium","Fat, Calories, Sugar, Alcohol","Fat: 100 g, Calories: 800 kcal, Sugar: 36 g, Alcohol: 100 g"
Sleep Apnea,"red meat, fried food, sugar","Magnesium, Fiber, Antioxidants",Sugar,Sugar: 36 g
